Bob, 01644, 3066676807, PR, 73,032,515.88, -776,504,566.56
Alice, 01842, 5793500940, PA, 27,197,092.60, -225,784,242.64
Bob, 01644, 5409380097, GA, 791,861,297.53, 67,571,459.14
Mary Ellen, 00522, 7342053423, GA, 101,233,985.06, -278,155,924.87
D'Andre, 01847, 7798716759, LA, 434,457,531.01, 31,270,833.13
Dahlia, 01412, 6001196495, PA, 727,521,736.20, 136,760,056.69
Mary Ellen, 00522, 9784516764, PR, 209,686,568.62, -567,695,286.61
Mary Ellen, 00522, 1809813311, PA, 191,009,027.70, 114,002,128.02
D'Andre, 01847, 4390585434, NJ, 406,831,313.85, -108,879,445.08
Mary Ellen, 00522, 8291757809, LA, 143,263,573.58, -136,793,548.42
Gil-dong, 01546, 8159028454, MN, 80,937,639.37, -257,646,968.32
Fahed, 01076, 8364403746, FL, 279,885,969.31, -414,357,453.43
Gil-dong, 01546, 5901347703, CA, 958,770,592.05, -34,723,583.59
Gil-dong, 01546, 6237402354, NY, 764,267,159.75, 510,870,908.33
