Fahed, 01076, 1769903843, NJ, 670,372,309.77, 774,692,816.64, 3.6
Dahlia, 01412, 5343627366, LA, 24,119,018.73, 406,869,422.15, 3.1
Mary Ellen, 00522, 6694228735, MN, 583,467,424.66, 710,482,938.34, 2.9
Jean-Paul, 01084, 7224903878, FL, 448,239,206.89, 460,834,157.56, 3.5
Bob, 01644, 8755479842, WA, 925,790,011.47, 934,056,750.10, 4.8
Fahed, 01076, 7361838794, NJ, 55,931,070.21, 176,533,806.26, 3.
Jean-Paul, 01084, 6245627650, CA, 907,399,153.38, 781,765,522.71, 4.8
Fahed, 01076, 8387417336, NJ, 458,515,762.82, 79,413,733.76, 4.3
Alice, 01842, 5711493488, PA, 80,028,204.11, 119,071,077.32, 1.1
Bob, 01644, 8160920314, CA, 39,830,873.15, 62,116,140.29, 0.7
Jean-Paul, 01084, 4902487035, PR, 135,721,777.42, 721,081,832.87, 2.7
Gil-dong, 01546, 2264008474, MN, 956,855,648.57, 101,777,233.26, .5
Fahed, 01076, 5085343691, CA, 370,068,966.31, 25,681,910.93, 3.6
