Fahed, 01076, 1769903843, NJ, 774,692,816.64, 104,320,506.87
Dahlia, 01412, 5343627366, LA, 406,869,422.15, 382,750,403.42
Mary Ellen, 00522, 6694228735, MN, 710,482,938.34, 127,015,513.68
Jean-Paul, 01084, 7224903878, FL, 460,834,157.56, 12,594,950.67
Bob, 01644, 8755479842, WA, 934,056,750.10, 8,266,738.63
Fahed, 01076, 7361838794, NJ, 176,533,806.26, 120,602,736.05
Jean-Paul, 01084, 6245627650, CA, 781,765,522.71, -125,633,630.67
Fahed, 01076, 8387417336, NJ, 79,413,733.76, -379,102,029.06
Alice, 01842, 5711493488, PA, 119,071,077.32, 39,042,873.21
Bob, 01644, 8160920314, CA, 62,116,140.29, 22,285,267.14
Jean-Paul, 01084, 4902487035, PR, 721,081,832.87, 585,360,055.45
Gil-dong, 01546, 2264008474, MN, 101,777,233.26, -855,078,415.31
Fahed, 01076, 5085343691, CA, 25,681,910.93, -344,387,055.38
