Dahlia, 02824, 7778477274, NJ, 256,582,417.12, 112,919,155.37, 0.5
D'Andre, 03694, 6447341860, PR, 590,814,720.19, 209,747,652.34, 0.6
Alice, 03684, 3134511661, LA, 404,271,264.13, 501,062,754.71, 0.3
Dahlia, 02824, 2657794232, NY, 555,816,503.85, 275,620,024.61, 4.3
Gil-dong, 03093, 5765842489, PA, 387,858,687.05, 882,941,216.09, .6
Jonathan, 01061, 1512858572, MN, 704,664,428.48, 31,827,868.40, 4.6
D'Andre, 03694, 3158057466, LA, 379,617,044.73, 962,077,661.75, 2.9
Jean-Paul, 02168, 5370433843, CA, 958,726,819.21, 72,891,873.92, 3.5
D'Andre, 03694, 4762325416, GA, 23,234,230.93, 115,110,357.19, 0.
Jean-Paul, 02168, 0680779316, NY, 914,270,249.19, 427,516,284.47, 2.3
D'Andre, 03694, 7609546136, NY, 936,383,769.36, 686,892,069.50, 3.4
Jean-Paul, 02168, 5544240233, LA, 87,387,460.78, 188,459,055.13, 4.1
Jonathan, 01061, 0696470696, CA, 152,444,500.65, 793,269,848.74, 2.9
Jonathan, 01061, 4722199926, NY, 617,733,734.34, 752,133,069.25, 4.7
Gil-dong, 03093, 1300260334, LA, 444,411,123.65, 592,493,811.62, 1.5
Fahed, 02153, 6484561041, FL, 599,923,860.01, 328,458,910.82, 0.2
