Dahlia, 02824, 7778477274, NJ, 112,919,155.37, -143,663,261.75
D'Andre, 03694, 6447341860, PR, 209,747,652.34, -381,067,067.85
Alice, 03684, 3134511661, LA, 501,062,754.71, 96,791,490.58
Dahlia, 02824, 2657794232, NY, 275,620,024.61, -280,196,479.24
Gil-dong, 03093, 5765842489, PA, 882,941,216.09, 495,082,529.04
Jonathan, 01061, 1512858572, MN, 31,827,868.40, -672,836,560.08
D'Andre, 03694, 3158057466, LA, 962,077,661.75, 582,460,617.02
Jean-Paul, 02168, 5370433843, CA, 72,891,873.92, -885,834,945.29
D'Andre, 03694, 4762325416, GA, 115,110,357.19, 91,876,126.26
Jean-Paul, 02168, 0680779316, NY, 427,516,284.47, -486,753,964.72
D'Andre, 03694, 7609546136, NY, 686,892,069.50, -249,491,699.86
Jean-Paul, 02168, 5544240233, LA, 188,459,055.13, 101,071,594.35
Jonathan, 01061, 0696470696, CA, 793,269,848.74, 640,825,348.09
Jonathan, 01061, 4722199926, NY, 752,133,069.25, 134,399,334.91
Gil-dong, 03093, 1300260334, LA, 592,493,811.62, 148,082,687.97
Fahed, 02153, 6484561041, FL, 328,458,910.82, -271,464,949.19
