Bob, 00411, 1844703931, NJ, 886,151,990.37, 616,521,973.07, 4.2
Jonathan, 00132, 7772633248, PA, 176,646,614.68, 373,804,921.09, .2
Jonathan, 00132, 9623702852, GA, 568,804,999.61, 869,905,028.91, 2.2
D'Andre, 00461, 1310680497, FL, 783,570,628.12, 553,201,986.35, 3.3
Jean-Paul, 00271, 5269673600, PR, 682,400,841.65, 574,442,018.83, 3.2
Jean-Paul, 00271, 4603260391, FL, 725,314,075.08, 740,267,922.87, 2.9
Dahlia, 00353, 6167086820, GA, 727,582,394.13, 543,580,166.72, 3.7
D'Andre, 00461, 3566337470, PR, 30,943,607.37, 564,511,407.30, 3.8
Mary Ellen, 00130, 2769423813, FL, 853,319,150.75, 686,819,244.61, 2.2
Jean-Paul, 00271, 7569449436, PA, 509,749,183.22, 210,339,392.31, 3.2
