Fahed, 00134, 6374085921, PR, 572,169,198.31, 350,024,372.89
Dahlia, 00176, 7685984602, PA, 520,917,775.38, -233,076,941.10
Fahed, 00134, 9642313570, NY, 126,788,013.49, 71,819,374.94
Bob, 00205, 6335008496, NJ, 286,386,814.70, -32,454,876.65
Jonathan, 00066, 1310157128, GA, 683,032,015.40, 489,983,518.36
Jonathan, 00066, 1264544439, PA, 570,190,079.03, 442,771,771.55
Jonathan, 00066, 2121012208, PA, 597,047,726.21, -252,546,546.11
Fahed, 00134, 5776200878, WA, 572,165,852.67, 290,456,187.41
Dahlia, 00176, 7902877166, WA, 981,487,912.45, 761,762,962.80
Jonathan, 00066, 7050344090, LA, 122,604,382.71, 106,780,022.05
