Fahed, 04307, 3611369776, GA, 684,535,793.63, 55,277,092.95, 3.3
Alice, 07369, 2497199823, PA, 882,810,789.18, 597,698,587.58, 0.8
Bob, 06576, 2872370856, PR, 903,661,753.20, 713,353,459.78, 2.9
Bob, 06576, 7476790757, FL, 981,964,063.41, 873,207,319.92, 0.2
Bob, 06576, 3748909406, PR, 472,796,714.36, 124,880,726.87, 3.3
Mary Ellen, 02090, 5334474863, PA, 947,183,321.18, 646,274,433.90, 1.4
Jonathan, 02123, 9204004768, LA, 664,127,085.46, 294,303,879.76, 3.7
Dahlia, 05649, 1866345265, FL, 771,828,848.95, 767,168,843.53, 0.0
Bob, 06576, 9885516323, MN, 977,909,066.94, 952,937,594.10, 4.6
Dahlia, 05649, 5820901081, WA, 24,422,036.44, 808,157,199.29, 2.1
