Fahed, 04307, 3611369776, GA, 55,277,092.95, -629,258,700.68
Alice, 07369, 2497199823, PA, 597,698,587.58, -285,112,201.60
Bob, 06576, 2872370856, PR, 713,353,459.78, -190,308,293.42
Bob, 06576, 7476790757, FL, 873,207,319.92, -108,756,743.49
Bob, 06576, 3748909406, PR, 124,880,726.87, -347,915,987.49
Mary Ellen, 02090, 5334474863, PA, 646,274,433.90, -300,908,887.28
Jonathan, 02123, 9204004768, LA, 294,303,879.76, -369,823,205.70
Dahlia, 05649, 1866345265, FL, 767,168,843.53, -4,660,005.42
Bob, 06576, 9885516323, MN, 952,937,594.10, -24,971,472.84
Dahlia, 05649, 5820901081, WA, 808,157,199.29, 783,735,162.85
