Gil-dong, 03093, 9739113231, FL, 708,470,319.69, 405,077,825.94
Mary Ellen, 01045, 2487343935, GA, 879,688,997.87, -67,668,150.29
Alice, 03684, 4114740583, FL, 906,831,789.19, 179,677,810.13
Jonathan, 01061, 6790814160, FL, 96,000,822.81, -400,573,878.01
Jean-Paul, 02168, 1835009215, GA, 43,025,674.00, -605,741,696.36
Dahlia, 02824, 9778185648, PR, 978,693,694.11, 783,239,404.07
Mary Ellen, 01045, 0571102368, MN, 764,546,690.99, 618,249,627.49
Bob, 03288, 2065703909, GA, 154,556,777.61, -56,980,495.18
Bob, 03288, 0769133458, MN, 540,422,594.23, 140,686,447.00
Fahed, 02153, 1351651123, FL, 88,568,366.55, -504,827,592.23
D'Andre, 03694, 1515340712, PR, 333,612,905.24, 251,112,539.94
Gil-dong, 03093, 9992656012, PR, 164,661,047.31, -218,064,662.28
Jean-Paul, 02168, 5531198558, WA, 653,531,868.46, 626,828,834.37
Alice, 03684, 0660825900, GA, 497,824,362.88, 324,266,856.76
Gil-dong, 03093, 1459903450, CA, 752,548,530.40, 238,698,184.29
Alice, 03684, 5596979744, NY, 424,308,799.96, -138,052,101.55
Dahlia, 02824, 4189986340, PR, 866,201,173.01, 819,258,292.35
Dahlia, 02824, 1527276570, PA, 526,810,067.00, -99,597,732.78
Jonathan, 01061, 5615647893, WA, 638,923,522.70, -98,360,011.15
Bob, 03288, 4719965001, WA, 570,150,280.97, 330,935,275.31
D'Andre, 03694, 6960508609, CA, 108,866,925.39, -710,877,089.73
Jean-Paul, 02168, 4327298621, GA, 610,006,022.22, 243,052,470.37
Dahlia, 02824, 9677417885, PA, 483,228,401.04, 429,981,861.16
Fahed, 02153, 7213373185, PA, 607,535,716.43, -214,980,121.65
