Fahed, 34458, 6386464949, NJ, 614,978,446.44, 700,836,298.99, 3.1
Jean-Paul, 34692, 8925042702, MN, 913,019,259.08, 219,437,239.60, 0.8
D'Andre, 59108, 7365649408, LA, 639,293,992.04, 906,885,296.24, 3.2
Dahlia, 45196, 9012158278, GA, 831,241,521.87, 855,552,840.59, 4.6
Jonathan, 16984, 0647312879, PR, 20,206,051.03, 181,639,579.39, 2.0
Dahlia, 45196, 0683583177, MN, 80,047,625.54, 121,909,951.84, 4.0
Jean-Paul, 34692, 1301100031, CA, 195,392,904.35, 755,477,085.28, 3.0
Fahed, 34458, 1778768248, PA, 162,911,512.19, 374,789,353.36, 4.3
Fahed, 34458, 6050550685, LA, 827,851,977.79, 693,417,171.74, 1.6
Mary Ellen, 16721, 3887245235, MN, 756,320,380.76, 826,920,021.18, 4.3
D'Andre, 59108, 6760219667, MN, 302,650,341.37, 893,488,043.20, 2.0
Jean-Paul, 34692, 1937323125, NY, 331,896,007.22, 962,113,759.62, 0.1
Gil-dong, 49492, 4268614537, NY, 741,584,462.20, 171,346,164.97, 4.4
Bob, 52614, 9778337583, NJ, 775,534,856.05, 955,504,792.50, 5.0
Mary Ellen, 16721, 9348024833, FL, 965,004,314.43, 414,362,566.10, 3.6
Fahed, 34458, 4084478964, CA, 280,166,136.14, 570,018,000.51, 4.1
Gil-dong, 49492, 7910134468, GA, 982,360,982.59, 920,457,302.26, 1.7
Fahed, 34458, 1468909626, PR, 53,833,788.85, 618,809,786.02, 2.6
