Mary Ellen, 16721, 6676367405, PA, 473,772,445.65, 394,108,877.53
Fahed, 34458, 5452019341, FL, 940,008,794.87, 801,072,924.30
Dahlia, 45196, 7866980618, CA, 580,147,455.92, 331,469,400.13
Fahed, 34458, 9803528943, PR, 453,260,866.19, 395,874,243.76
Bob, 52614, 5255359346, LA, 15,124,579.81, -733,910,393.91
Jean-Paul, 34692, 2343563946, GA, 524,280,441.65, 39,228,594.59
Fahed, 34458, 7444746207, NY, 905,839,380.16, 775,109,836.72
Gil-dong, 49492, 7978283374, PR, 87,144,063.53, -806,553,632.48
Gil-dong, 49492, 0036408750, NJ, 804,915,752.75, 687,314,775.07
Jonathan, 16984, 8425763203, MN, 799,571,601.46, 22,914,778.63
Dahlia, 45196, 4967563839, NY, 724,872,812.69, 247,529,527.01
Gil-dong, 49492, 9553801663, MN, 617,124,062.97, -323,028,177.27
Gil-dong, 49492, 1550925100, NJ, 574,192,242.83, 386,929,871.20
Alice, 58959, 1539406894, MN, 538,764,198.26, 202,531,695.27
D'Andre, 59108, 9892916524, WA, 447,493,078.43, 313,311,686.81
Jean-Paul, 34692, 9472196632, NY, 866,520,797.82, 90,342,280.86
D'Andre, 59108, 4178970053, WA, 898,038,159.35, 887,490,627.46
Jean-Paul, 34692, 9836293436, FL, 582,698,804.78, 133,539,935.15
Mary Ellen, 16721, 3922973072, NY, 961,624,858.49, 871,224.13
Fahed, 34458, 0329076396, NJ, 98,018,720.64, -710,038,201.77
