Fahed, 08614, 4807838618, CA, 934,648,716.73, 324,504,358.19, 2.8
Jonathan, 04246, 1249482595, PA, 537,117,728.00, 392,815,901.92, 0.8
Jonathan, 04246, 6694793255, PA, 704,273,755.25, 976,257,375.42, 0.9
Bob, 13153, 6769780788, CA, 110,451,706.79, 618,658,257.18, 0.
Bob, 13153, 1527100859, FL, 782,749,532.48, 296,327,257.32, 0.2
Jonathan, 04246, 0683678761, CA, 363,768,783.19, 322,081,385.26, 3.5
Dahlia, 11299, 9444216699, FL, 560,663,493.91, 245,928,753.60, 4.9
Bob, 13153, 2499766055, NJ, 167,653,503.45, 165,646,444.99, 2.0
Jonathan, 04246, 0403449441, MN, 876,767,168.73, 700,288,536.92, 1.6
Alice, 14739, 4361092765, MN, 561,203,898.17, 397,507,174.41, 3.9
D'Andre, 14777, 6638371003, FL, 812,733,926.10, 968,670,860.63, 1.6
