Fahed, 08614, 4807838618, CA, 324,504,358.19, -610,144,358.54
Jonathan, 04246, 1249482595, PA, 392,815,901.92, -144,301,826.08
Jonathan, 04246, 6694793255, PA, 976,257,375.42, 271,983,620.17
Bob, 13153, 6769780788, CA, 618,658,257.18, 508,206,550.39
Bob, 13153, 1527100859, FL, 296,327,257.32, -486,422,275.16
Jonathan, 04246, 0683678761, CA, 322,081,385.26, -41,687,397.93
Dahlia, 11299, 9444216699, FL, 245,928,753.60, -314,734,740.31
Bob, 13153, 2499766055, NJ, 165,646,444.99, -2,007,058.46
Jonathan, 04246, 0403449441, MN, 700,288,536.92, -176,478,631.81
Alice, 14739, 4361092765, MN, 397,507,174.41, -163,696,723.76
D'Andre, 14777, 6638371003, FL, 968,670,860.63, 155,936,934.53
