Fahed, 08614, 0508107724, NJ, 938,380,591.66, 938,270,414.39, 3.1
Bob, 13153, 8550734872, CA, 247,791,624.37, 711,720,238.08, 3.8
Jonathan, 04246, 4832206481, NJ, 547,105,383.25, 407,738,777.46, 4.2
D'Andre, 14777, 3016797847, PR, 465,274,625.67, 312,566,744.64, 4.2
Jean-Paul, 08673, 3361670221, FL, 704,904,000.16, 91,163,773.82, 3.6
Dahlia, 11299, 9593228059, GA, 938,195,822.17, 35,389,991.06, 0.2
Jean-Paul, 08673, 1219334664, GA, 115,806,238.95, 359,199,581.75, 4.9
Fahed, 08614, 1340532639, PR, 796,399,714.52, 450,765,772.81, 3.4
Mary Ellen, 04180, 0855341720, CA, 714,191,192.07, 767,702,878.57, .4
Bob, 13153, 4208665476, WA, 419,886,170.09, 331,481,138.83, 4.9
D'Andre, 14777, 7504404667, PR, 847,335,697.09, 192,536,026.36, 3.8
Jean-Paul, 08673, 3546253705, GA, 714,670,145.41, 235,753,619.40, 4.6
D'Andre, 14777, 5068037400, NJ, 390,635,943.96, 474,664,184.88, 3.5
Jonathan, 04246, 4610583224, PA, 45,472,767.27, 149,026,953.84, 2.7
