Jean-Paul, 02168, 0804388409, WA, 282,002,863.71, 302,228,360.58, .5
Dahlia, 02824, 1979119898, PA, 538,451,161.20, 329,367,189.92, 3.4
Alice, 03684, 9163982665, NY, 994,612,301.11, 918,439,640.14, 2.9
Mary Ellen, 01045, 7200334734, WA, 851,326,463.84, 388,668,896.98, 0.3
Gil-dong, 03093, 0433144660, GA, 41,887,651.10, 814,415,300.91, .3
Jean-Paul, 02168, 2787108441, FL, 580,414,122.07, 716,460,070.82, 4.2
Fahed, 02153, 8178710893, GA, 179,427,452.86, 111,146,451.61, 1.6
Jonathan, 01061, 4217816874, PR, 836,227,192.97, 142,957,642.42, 4.1
Jonathan, 01061, 2835248628, GA, 539,238,430.70, 723,828,905.99, .3
Fahed, 02153, 1809763614, FL, 284,101,341.55, 672,258,638.56, .4
Mary Ellen, 01045, 7198761246, MN, 77,622,200.83, 485,784,230.63, 2.6
Alice, 03684, 4904239683, NJ, 921,040,088.68, 267,257,574.88, 4.9
Dahlia, 02824, 4326002741, MN, 261,340,835.91, 775,003,665.06, 4.3
D'Andre, 03694, 7942098453, PR, 741,438,103.73, 439,902,315.50, 1.2
Fahed, 02153, 9939634440, NY, 324,214,601.19, 775,889,597.52, 1.1
Jean-Paul, 02168, 4057559378, MN, 651,440,633.65, 976,909,716.44, 1.1
Gil-dong, 03093, 0411737758, NJ, 124,757,525.85, 23,013,535.07, 5.0
Gil-dong, 03093, 3534847996, PR, 165,118,439.72, 247,665,323.53, .9
Jean-Paul, 02168, 2368642901, NJ, 556,939,767.70, 796,153,572.29, 0.7
